inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
6108117;Robert J. Ellison;;;COMPCON;;;;conf/compcon/1988;;;http://doi.ieeecomputersociety.org/10.1109/CMPCON.1988.4870|https://doi.org/10.1109/CMPCON.1988.4870;;;conf/compcon/Ellison88;2019-02-22;;;;;259-265;;;;Trends in Software Development Environments for Large Software Systems.;;;db/conf/compcon/compcon1988.html#Ellison88;;1988
6119552;Florence Lecroq|Hadhoum Boukachour|Jean Grieu;;;REV;;;;conf/rev/2018;;;https://doi.org/10.1007/978-3-319-95678-7_7;;;conf/rev/LecroqGB18;2020-02-11;;;;;57-65;;;;Poster: Teaching Automation and Logistics with Virtual Industrial Process.;;;db/conf/rev/rev2018.html#LecroqGB18;;2018
6121999;Ashwin K. Vijayan|Aydin I. Karsilayan;;;MWSCAS;;;;conf/mwscas/2020;;;https://doi.org/10.1109/MWSCAS48704.2020.9184508;;;conf/mwscas/VijayanK20;2020-09-21;;;;;671-674;;;;Blocker-Tolerant Wideband Continuous-Time ∆Σ ADC Using Embedded Minimally-Invasive Filtering.;;;db/conf/mwscas/mwscas2020.html#VijayanK20;;2020
6122946;Satomi Ogawa|Takahide Sato|Yutaka Tamura;;;MWSCAS;;;;conf/mwscas/2020;;;https://doi.org/10.1109/MWSCAS48704.2020.9184479;;;conf/mwscas/SatoOT20;2020-09-21;;;;;925-928;;;;Step-up/step-down DC-DC converter whose current passes through only one switch.;;;db/conf/mwscas/mwscas2020.html#SatoOT20;;2020
6123653;Catherine E. Nemitz|James H. Anderson|Manish Goyal 0002|Tanya Amert;;;RTNS;;;;conf/rtns/2019;;;https://doi.org/10.1145/3356401.3356404;;;conf/rtns/NemitzAGA19;2019-11-08;;;;;187-197;;;;Concurrency groups: a new way to look at real-time multiprocessor lock nesting.;;;db/conf/rtns/rtns2019.html#NemitzAGA19;;2019
6126625;Baris Bozkurt|Thierry Dutoit|Özlem Öztürk;;;INTERSPEECH;;;;conf/interspeech/2003;;;http://www.isca-speech.org/archive/eurospeech_2003/e03_0277.html;archive;;conf/interspeech/BozkurtOD03;2021-11-16;;;;;;;;;Text design for TTS speech corpus building using a modified greedy selection.;;;db/conf/interspeech/interspeech2003.html#BozkurtOD03;;2003
6127404;Danny Crookes|Ji Ming|Niall McLaughlin;;;INTERSPEECH;;;;conf/interspeech/2011;;;http://www.isca-speech.org/archive/interspeech_2011/i11_0585.html;archive;;conf/interspeech/McLaughlinMC11;2021-11-16;;;;;585-588;;;;Robust Bimodal Person Identification Using Face and Speech with Limited Training Data and Corruption of Both Modalities.;;;db/conf/interspeech/interspeech2011.html#McLaughlinMC11;;2011
6128652;Allen L. Gorin|Elmar Nöth|Michael Levit;;;INTERSPEECH;;;;conf/interspeech/2002;;;http://www.isca-speech.org/archive/icslp_2002/i02_1157.html;archive;;conf/interspeech/LevitNG02;2021-11-16;;;;;;;;;Using EM-trained string-edit distances for approximate matching of acoustic morphemes.;;;db/conf/interspeech/interspeech2002.html#LevitNG02;;2002
6130358;David A. van Leeuwen|Hugo Quené|Marijn Huijbregts|Roeland van Beek|Rosemary Orr|Thari Diefenbach;;;INTERSPEECH;;;;conf/interspeech/2011;;;http://www.isca-speech.org/archive/interspeech_2011/i11_1889.html;archive;;conf/interspeech/OrrQBDLH11;2021-11-16;;;;;1889-1892;;;;An International English Speech Corpus for Longitudinal Study of Accent Development.;;;db/conf/interspeech/interspeech2011.html#OrrQBDLH11;;2011
6131500;Kenji Nagamatsu|Naoyuki Kanda|Shinji Watanabe 0001|Shota Horiguchi|Yusuke Fujita;;0000-0002-5970-8631;INTERSPEECH;;;;conf/interspeech/2019;;;https://doi.org/10.21437/Interspeech.2019-2899;oa;;conf/interspeech/FujitaKHNW19;2021-01-29;;;;;4300-4304;;;;End-to-End Neural Speaker Diarization with Permutation-Free Objectives.;;;db/conf/interspeech/interspeech2019.html#FujitaKHNW19;;2019
6134194;Biing-Hwang Juang|Climent Nadeu;;;ICSLP;;;;conf/interspeech/1994;;;http://www.isca-speech.org/archive/icslp_1994/i94_1927.html;archive;;conf/interspeech/NadeuJ94;2021-11-16;;;;;;;;;Filtering of spectral parameters for speech recognition.;;;db/conf/interspeech/icslp1994.html#NadeuJ94;;1994
6141018;Fabio Lavagetto|Paolo Lavagetto;;;EUROSPEECH;;;;conf/interspeech/1995;;;http://www.isca-speech.org/archive/eurospeech_1995/e95_0303.html;archive;;conf/interspeech/LavagettoL95;2021-11-16;;;;;;;;;A new algorithm for visual synthesis of speech.;;;db/conf/interspeech/eurospeech1995.html#LavagettoL95;;1995
6143286;Hui Bu|Ming Li|Shaoji Zhang|Xin Xu|Yao Shi;;;Interspeech;;;;conf/interspeech/2021;;;https://doi.org/10.21437/Interspeech.2021-755;;;conf/interspeech/ShiBXZL21;2022-03-14;;;;;2756-2760;;;;AISHELL-3: A Multi-Speaker Mandarin TTS Corpus.;;;db/conf/interspeech/interspeech2021.html#ShiBXZL21;;2021
6146285;Amalia Sarabasa;;;ICSLP;;;;conf/interspeech/1994;;;http://www.isca-speech.org/archive/icslp_1994/i94_2015.html;archive;;conf/interspeech/Sarabasa94;2021-11-16;;;;;;;;;Perception and production saturation of spoken English as a first phase in reducing a foreign accent.;;;db/conf/interspeech/icslp1994.html#Sarabasa94;;1994
6149897;Egidio P. Giachin|Giorgio Micca|Paolo Baggia;;;ICSLP;;;;conf/interspeech/1994;;;http://www.isca-speech.org/archive/icslp_1994/i94_0843.html;archive;;conf/interspeech/GiachinBM94;2021-11-16;;;;;;;;;Language models for spontaneous speech recognition: a bootstrap method for learning phrase digrams.;;;db/conf/interspeech/icslp1994.html#GiachinBM94;;1994
6150360;Gustav Eje Henter|Joakim Gustafson|Jonas Beskow|Éva Székely;;;INTERSPEECH;;;;conf/interspeech/2019;;;https://doi.org/10.21437/Interspeech.2019-2836;oa;;conf/interspeech/SzekelyHBG19a;2021-01-29;;;;;4435-4439;;;;Spontaneous Conversational Speech Synthesis from Found Data.;;;db/conf/interspeech/interspeech2019.html#SzekelyHBG19a;;2019
6155405;Moshe Timothy Masonta|Thomas Otieno Olwal;;;AFRICOMM;;;;conf/africom/2012;;;https://doi.org/10.1007/978-3-642-41178-6_5;;;conf/africom/OlwalM12;2017-05-26;;;;;45-54;;;;Achievable Capacity Design for Irregular and Clustered High Performance Mesh Networks.;;;db/conf/africom/africomm2012.html#OlwalM12;;2012
6170552;John M. Carroll|Rossouw von Solms|Sebastiaan H. von Solms;;;SEC;;;;conf/sec/1993;;;;;;conf/sec/SolmsSC93;2002-02-20;;;;;385-399;;;;A Process Approach to Information Security Management.;;;db/conf/sec/sec1993.html#SolmsSC93;;1993
6172797;Alexander Hall|Henning Bruhn|Jakub Cerný|Petr Kolman;;;SODA;;;;conf/soda/2007;;;http://dl.acm.org/citation.cfm?id=1283383.1283475;;;conf/soda/BruhnCHK07;2012-12-07;;;;;855-863;;;;Single source multiroute flows and cuts on uniform capacity networks.;;;db/conf/soda/soda2007.html#BruhnCHK07;;2007
6177496;Antoine Eiche|Gianluigi Zavattaro|Jacopo Mauro|Jakub Zwolakowski|Roberto Di Cosmo|Stefano Zacchiroli;;0000-0002-4576-136X|0000-0002-5285-2868;ICSOC;;;;conf/icsoc/2015;;;https://doi.org/10.1007/978-3-662-48616-0_28|https://www.wikidata.org/entity/Q56901742;;;conf/icsoc/CosmoEMZZZ15;2018-11-14;;;;;397-411;;;;Automatic Deployment of Services in the Cloud with Aeolus Blender.;;;db/conf/icsoc/icsoc2015.html#CosmoEMZZZ15;;2015
6180486;Guozi Sun|Haichao Guan|Huakang Li;;;ICCCS (1);;;;conf/icccsec/2017-1;;;https://doi.org/10.1007/978-3-319-68505-2_46;;;conf/icccsec/GuanLS17;2017-11-02;;;;;531-541;;;;Analysis of User's Abnormal Behavior Based on Behavior Sequence in Enterprise Network.;;;db/conf/icccsec/icccsec2017-1.html#GuanLS17;;2017
6181842;Ashraf Aboulnaga|Mumtaz Ahmad 0001|Shivnath Babu|Songyun Duan;;;ICDE;;;;conf/icde/2010;;;http://doi.ieeecomputersociety.org/10.1109/ICDE.2010.5447834|https://doi.org/10.1109/ICDE.2010.5447834;;;conf/icde/AhmadDAB10;2019-06-18;;;;;413-416;;;;Interaction-aware prediction of business intelligence workload completion times.;;;db/conf/icde/icde2010.html#AhmadDAB10;;2010
6187578;Babak Mahmoudi|Elaheh Zendehrouh|Mohammad S. Eslampanah Sendi|Robyn L. Miller|Vince D. Calhoun|Zening Fu;;;SSIAI;;;;conf/ssiai/2020;;;https://doi.org/10.1109/SSIAI49293.2020.9094620;;;conf/ssiai/SendiZFMMC20;2020-05-27;;;;;112-115;;;;A Machine Learning Model for Exploring Aberrant Functional Network Connectivity Transition in Schizophrenia.;;;db/conf/ssiai/ssiai2020.html#SendiZFMMC20;;2020
6187931;Marc Toussaint|Peter Englert;;;ISRR (2);;;;conf/isrr/2015-2;;;https://doi.org/10.1007/978-3-319-60916-4_4;;;conf/isrr/EnglertT15;2017-12-11;;;;;57-72;;;;Inverse KKT - Learning Cost Functions of Manipulation Tasks from Demonstrations.;;;db/conf/isrr/isrr2015-2.html#EnglertT15;;2015
6190045;Florent Martinez|Éric Rutten;;;RTS;;;;conf/ecrts/1995;;;http://doi.ieeecomputersociety.org/10.1109/EMWRTS.1995.514309|https://doi.org/10.1109/EMWRTS.1995.514309;;;conf/ecrts/RuttenM95;2017-05-21;;;;;176-183;;;;SIGNAL GTi: implementing task preemption and time intervals in the synchronous data flow language SIGNAL.;;;db/conf/ecrts/rts1995.html#RuttenM95;;1995
6193181;Christian Richardt|Henrik Lieng|Neil A. Dodgson;;0000-0001-6716-9845;CAe@Expressive;;;;conf/cae/2012;;;http://dl.acm.org/citation.cfm?id=2328902|https://doi.org/10.2312/COMPAESTH/COMPAESTH12/081-087;;;conf/cae/LiengRD12;2020-08-18;;;;;81-87;;;;Random Discrete Colour Sampling.;;;db/conf/cae/cae2012.html#LiengRD12;;2012
6193188;Paul L. Rosin|Yu-Kun Lai;;;CAe@Expressive;;;;conf/cae/2015;;;http://dl.acm.org/citation.cfm?id=2811249|https://doi.org/10.2312/exp.20151189;;;conf/cae/RosinL15;2020-08-18;;;;;159-170;;;;Non-photorealistic rendering of portraits.;;;db/conf/cae/cae2015.html#RosinL15;;2015
6195226;Pierre Rabardel;;;BCS HCI/IHM;;;;conf/bcshci/2001;;;https://doi.org/10.1007/978-1-4471-0353-0_2;;;conf/bcshci/Rabardel01;2019-07-16;;;;;17-30;;;;Instrument Mediated Activity in Situations.;;;db/conf/bcshci/bcshci2001.html#Rabardel01;;2001
6195902;Lloyd Rutledge|Lora Aroyo|Natalia Stash|Peter Gorgels|Yiwen Wang 0001;;;Semantic Web Challenge;;;;conf/semweb/2007challenge;;;http://ceur-ws.org/Vol-295/paper03.pdf;oa;;conf/semweb/AroyoSWGR07a;2019-05-28;;;;;;;;;CHIP Demonstrator: Semantics-driven Recommendations and Museum Tour Generation.;;;db/conf/semweb/challenge2007.html#AroyoSWGR07a;;2007
6198844;Femke Ongenae|Filip De Turck|Maarten Wijnants 0001|Stijn Verstichel;;;ISWC (Posters & Demos);;;;conf/semweb/2013p;;;http://ceur-ws.org/Vol-1035/iswc2013_demo_44.pdf;oa;;conf/semweb/OngenaeVWT13;2021-09-07;;;;;173-176;;;;A Distributed Reasoning Platform to Preserve Energy in Wireless Sensor Networks.;;;db/conf/semweb/iswc2013p.html#OngenaeVWT13;;2013
6200921;Chrystopher L. Nehaniv|Martin J. Loomes;;0000-0002-7807-1875;Cognitive Technology;;;;conf/ct/2001;;;https://doi.org/10.1007/3-540-44617-6_3;;;conf/ct/LoomesN01;2022-01-03;;;;;25-39;;;;Fact and Artifact: Reification and Drift in the History and Growth of Interactive Software Systems.;;;db/conf/ct/ct2001.html#LoomesN01;;2001
6203848;Mert Ali Gozcu|Merve Denizci Nazligul|Murat Yilmaz 0001|Paul M. Clarke|Rory V. O'Connor|Ulas Güleç;;0000-0001-9253-0313|0000-0002-2446-3224|0000-0002-4487-627X;EuroSPI;;;;conf/eurospi/2017;;;https://doi.org/10.1007/978-3-319-64218-5_15;;;conf/eurospi/NazligulYGGOC17;2021-11-05;;;;;191-202;;;;Overcoming Public Speaking Anxiety of Software Engineers Using Virtual Reality Exposure Therapy.;;;db/conf/eurospi/eurospi2017.html#NazligulYGGOC17;;2017
6209783;Benton H. Calhoun|Ningxi Liu;;;ISVLSI;;;;conf/isvlsi/2016;;;http://doi.ieeecomputersociety.org/10.1109/ISVLSI.2016.50|https://doi.org/10.1109/ISVLSI.2016.50;;;conf/isvlsi/LiuC16;2017-05-21;;;;;535-540;;;;Design Optimization of Register File Throughput and Energy Using a Virtual Prototyping (ViPro) Tool.;;;db/conf/isvlsi/isvlsi2016.html#LiuC16;;2016
6209836;Hui Zhao 0013|Juan Fang|Yanjin Cheng|Zeqing Chang;;;ISVLSI;;;;conf/isvlsi/2018;;;http://doi.ieeecomputersociety.org/10.1109/ISVLSI.2018.00140|https://doi.org/10.1109/ISVLSI.2018.00140;;;conf/isvlsi/FangCCZ18;2019-07-12;;;;;744-749;;;;Exploration on Routing Configuration of HNoC with Reasonable Energy Consumption.;;;db/conf/isvlsi/isvlsi2018.html#FangCCZ18;;2018
6210750;Cunxi Yu|Francesca Stradolini|Giovanni De Micheli|Heinz Riener;;;ISVLSI;;;;conf/isvlsi/2018;;;http://doi.ieeecomputersociety.org/10.1109/ISVLSI.2018.00062|https://doi.org/10.1109/ISVLSI.2018.00062;;;conf/isvlsi/YuRSM18;2018-08-14;;;;;299-304;;;;Generating Safety Guidance for Medical Injection with Three-Compartment Pharmacokinetics Model.;;;db/conf/isvlsi/isvlsi2018.html#YuRSM18;;2018
6213517;George A. Komatsoulis|Michael S. Waterman;;0000-0001-6967-7085;RECOMB;;;;conf/recomb/1997;;;https://doi.org/10.1145/267521.267546|https://www.wikidata.org/entity/Q57838982;;;conf/recomb/KomatsoulisW97;2019-05-13;;;;;174-180;;;;Chimeric alignment by dynamic programming: algorithm and biological uses.;;;db/conf/recomb/recomb1997.html#KomatsoulisW97;;1997
6217505;Masao Yanagisawa|Nozomu Togawa|Siya Bao;;0000-0003-3400-3587;ICCE-Berlin;;;;conf/icce-berlin/2017;;;https://doi.org/10.1109/ICCE-Berlin.2017.8210637;;;conf/icce-berlin/BaoYT17;2020-10-25;;;;;239-242;;;;Personalized one-day travel with multi-nearby-landmark recommendation.;;;db/conf/icce-berlin/icce-berlin2017.html#BaoYT17;;2017
6218866;Hamza Ahmed|Muhammad Naeem Awais|Muhammad Naeem Shehzad;;;SOFA (2);;;;conf/sofa/2018-2;;;https://doi.org/10.1007/978-3-030-52190-5_35;;;conf/sofa/AhmedSA18;2021-12-15;;;;;469-478;;;;Gain Time Based Optimization of Small Platforms for IoT Solutions: A Case of 8-Bit AVR Platform.;;;db/conf/sofa/sofa2018-2.html#AhmedSA18;;2018
6220930;Steven P. Reiss;;;HCI (2);;;;conf/hci/1993-2;;;;;;conf/hci/Reiss93;2003-03-25;;;;;397-402;;;;Presentation and Editing of Structured 3-D Graphics.;;;db/conf/hci/hci1993-2.html#Reiss93;;1993
6230076;Fernando Moreira|Frederico Branco|José Martins|Manuel Au-Yong-Oliveira|Marcos Carneiro|Ramiro Gonçalves;;0000-0001-8434-4887|0000-0002-0816-1445|0000-0002-2154-6171;HCI (26);;;;conf/hci/2019-26;;;https://doi.org/10.1007/978-3-030-21817-1_19;;;conf/hci/CarneiroBGAMM19;2020-10-25;;;;;243-256;;;;Accessibility in Mobile Applications of Portuguese Public Administration.;;;db/conf/hci/hci2019-26.html#CarneiroBGAMM19;;2019
6233926;Andrea Vesco|Domenico Schillaci|Enza Lissandrello|Salvatore Di Dio;;0000-0001-7431-6655;HCI (3);;;;conf/hci/2020-3;;;https://doi.org/10.1007/978-3-030-49065-2_45;;;conf/hci/VescoDLS20;2020-09-05;;;;;658-670;;;;A Gamified Mobility Experience.;;;db/conf/hci/hci2020-3.html#VescoDLS20;;2020
6237449;Christopher Habel|Junlei Yu|Kris Lohmann;;;HCI (6);;;;conf/hci/2013-6;;;https://doi.org/10.1007/978-3-642-39188-0_65|https://www.wikidata.org/entity/Q30458570;;;conf/hci/YuLH13;2018-11-14;;;;;602-611;;;;Using Sonification and Haptics to Represent Overlapping Spatial Objects: Effects on Accuracy.;;;db/conf/hci/hci2013-6.html#YuLH13;;2013
6239463;Kaoru Kenjo|Ryugo Kijima;;;HCI (16);;;;conf/hci/2014-16;;;https://doi.org/10.1007/978-3-319-07458-0_7;;;conf/hci/KenjoK14;2017-05-24;;;;;65-74;;;;Expansion of the Free Form Projection Display Using a Hand-Held Projector.;;;db/conf/hci/hci2014-16.html#KenjoK14;;2014
6245145;Dirk Riehle;;0000-0002-8139-5600;OOPSLA;;;;conf/oopsla/2009;;;https://doi.org/10.1145/1639949.1640125|https://doi.org/10.1145/1640089.1640125;;;conf/oopsla/Riehle09;2021-07-25;;;;;469-480;;;;Design pattern density defined.;;;db/conf/oopsla/oopsla2009.html#Riehle09;;2009
6252663;Henry W. Davis|Jin Wang|Verlynda Dobbs;;;ACM Conference on Computer Science;;;;conf/acm/1990;;;https://doi.org/10.1145/100348.100359;;;conf/acm/WangDD90;2018-11-06;;;;;63-69;;;;Using Focusing Search Algorithms and a Strong Heuristic to Solve the Findpath Problem in Robotics.;;;db/conf/acm/csc90.html#WangDD90;;1990
6255427;Despina T. Meridou|José Barbosa|Maria-Eleftheria Ch. Papadopoulou|Usman Wajid|Vadim I. Chepegin;;0000-0003-3151-6686;HoloMAS;;;;conf/holomas/2015;;;https://doi.org/10.1007/978-3-319-22867-9_12;;;conf/holomas/WajidCMPB15;2018-11-02;;;;;133-144;;;;Adaptive Production Management Using a Service-Based Platform.;;;db/conf/holomas/holomas2015.html#WajidCMPB15;;2015
6258480;Kung-Kiu Lau|Rehman Arshad;;;SEKE;;;;conf/seke/2018;;;https://doi.org/10.18293/SEKE2018-111;oa;;conf/seke/ArshadL18;2021-02-03;;;;;572-571;;;;Reverse Engineering Encapsulated Components from Object-Oriented Legacy Code.;;;db/conf/seke/seke2018.html#ArshadL18;;2018
6260062;Ke Qiu|Sajal K. Das 0001;;;IASTED PDCS;;;;conf/pdcs/2002;;;;;;conf/pdcs/DasQ02;2019-09-10;;;;;133-136;;;;On an Open Problem of a Template Mapping Algorithm for Complete Binary Trees.;;;db/conf/pdcs/pdcs2002.html#DasQ02;;2002
6270192;Jan Janousek|Michal Radecký|Petr Gajdos|Václav Snásel;;;ICMLA;;;;conf/icmla/2015;;;https://doi.org/10.1109/ICMLA.2015.12|https://www.wikidata.org/entity/Q62628832;;;conf/icmla/JanouekGRS15;2019-06-02;;;;;1019-1023;;;;Gaussian Mixture Model Cluster Forest.;;;db/conf/icmla/icmla2015.html#JanouekGRS15;;2015
6274078;Russell C. Eberhart|Xiaohui Hu|Yuhui Shi;;;SIS;;;;conf/swis/2003;;;https://doi.org/10.1109/SIS.2003.1202275;;;conf/swis/HuES03b;2017-05-26;;;;;243-246;;;;Swarm intelligence for permutation optimization: a case study of n-queens problem.;;;db/conf/swis/swis2003.html#HuES03b;;2003
6274250;Claudio Petti|Gianluca Solazzo;;;ENTER;;;;conf/enter/2007;;;https://doi.org/10.1007/978-3-211-69566-1_19;;;conf/enter/PettiS07;2017-05-24;;;;;195-206;;;;Architectural Scenarios Supporting e-Business Models for a DMS.;;;db/conf/enter/enter2007.html#PettiS07;;2007
6278248;Asnat Greenstein-Messica|Lior Rokach|Michael Friedmann;;;IUI;;;;conf/iui/2017;;;https://doi.org/10.1145/3025171.3025197;;;conf/iui/Greenstein-Messica17;2018-11-06;;;;;629-633;;;;Session-Based Recommendations Using Item Embedding.;;;db/conf/iui/iui2017.html#Greenstein-Messica17;;2017
6279087;Carlos Valderrama 0001|Fabricio Costa Silva|Glauberto L. A. Albuquerque|Samuel Xavier de Souza;;0000-0001-8747-4580;ICL-GNSS;;;;conf/icl-gnss/2016;;;https://doi.org/10.1109/ICL-GNSS.2016.7533687;;;conf/icl-gnss/AlbuquerqueVSS16;2021-10-03;;;;;1-6;;;;Time-effective GPS time domain signal Acquisition Algorithm.;;;db/conf/icl-gnss/icl-gnss2016.html#AlbuquerqueVSS16;;2016
6283563;John Lee Reardon;;;AMCIS;;;;conf/amcis/2005;;;http://aisel.aisnet.org/amcis2005/105;;;conf/amcis/Reardon05;2012-01-06;;;;;105;;;;A Study of the Adoption and Assimilation of Electronic Medical Records by Small Independent Physicians Practices.;;;db/conf/amcis/amcis2005.html#Reardon05;;2005
6287446;Jung P. Shim|Qinyu Liao|Xin (Robert) Luo;;;AMCIS;;;;conf/amcis/2004;;;http://aisel.aisnet.org/amcis2004/377;;;conf/amcis/LiaoSL04;2015-12-13;;;;;377;;;;Student Acceptance of Web-based Learning Environment: an Empirical Investigation of an Undergraduate IS Course.;;;db/conf/amcis/amcis2004.html#LiaoSL04;;2004
6287786;Brajaraj Mohanty|Harekrishna Misra|Manoranjan Satpathy;;;AMCIS;;;;conf/amcis/2004;;;http://aisel.aisnet.org/amcis2004/466;;;conf/amcis/MisraSM04;2012-01-07;;;;;466;;;;Organisation Preparedness and Information Technology Acquisition Success: An Assessment Model.;;;db/conf/amcis/amcis2004.html#MisraSM04;;2004
6291014;Mark Guzdial;;;CSCL;;;;conf/cscl/1997;;;http://dl.acm.org/citation.cfm?id=1599783|https://repository.isls.org/handle/1/4292;oa;;conf/cscl/Guzdial97;2021-04-28;;;;;86-94;;;;Information ecology of collaborations in educational settings: influence of tool.;;;db/conf/cscl/cscl1997.html#Guzdial97;;1997
6294371;Bruno Crémilleux|Mehdi Khiari|Patrice Boizumault;;;ISMIS;;;;conf/ismis/2011;;;https://doi.org/10.1007/978-3-642-21916-0_33;;;conf/ismis/KhiariBC11;2017-05-25;;;;;300-305;;;;A Generic Approach for Modeling and Mining n-ary Patterns.;;;db/conf/ismis/ismis2011.html#KhiariBC11;;2011
6294904;Kensuke Tsuda|Tetsuya Iye|Yoshimi Fujii;;;ICACT;;;;conf/icact/2021;;;https://doi.org/10.23919/ICACT51234.2021.9370840;;;conf/icact/IyeTF21;2022-03-18;;;;;100-103;;;;An Experimental Study of 28 GHz Analog Beamforming with a Uniform Linear Array.;;;db/conf/icact/icact2021.html#IyeTF21;;2021
6296058;Indranil Sengupta 0001|Kanchan Manna|Santanu Chattopadhyay;;;VLSI-SoC;;;;conf/vlsi/2014soc;;;https://doi.org/10.1109/VLSI-SoC.2014.7004177;;;conf/vlsi/MannaCS14;2017-05-24;;;;;1-6;;;;Through silicon via placement and mapping strategy for 3D mesh based Network-on-Chip.;;;db/conf/vlsi/vlsisoc2014.html#MannaCS14;;2014
6300614;Mohamed Basel Al-Mourad|N. J. Fiddian|W. A. Gray;;;ISTA;;;;conf/ista/2001;;;http://subs.emis.de/LNI/Proceedings/Proceedings02/article18.html|https://dl.gi.de/20.500.12116/30729;oa;;conf/ista/Al-MouradGF01;2021-01-12;;;;;9-19;;;;Semantic Requirements for Sharing Behaviors in federated OODB Systems.;;;db/conf/ista/ista2001.html#Al-MouradGF01;;2001
6301424;Willemijn Vermaat;;;ALTA;;;;conf/acl-alta/2006;;;https://aclanthology.org/U06-1016/;oa;;conf/acl-alta/Vermaat06;2021-08-06;;;;;107-114;;;;Questions require an answer: A deductive perspective on questions and answers.;;;db/conf/acl-alta/acl-alta2006.html#Vermaat06;;2006
6301515;Shunichi Ishihara;;;ALTA;;;;conf/acl-alta/2013;;;https://aclanthology.org/U13-1005/;oa;;conf/acl-alta/Ishihara13;2021-08-06;;;;;25-33;;;;The Effect of the Within-speaker Sample Size on the Performance of Likelihood Ratio Based Forensic Voice Comparison: Monte Carlo Simulations.;;;db/conf/acl-alta/acl-alta2013.html#Ishihara13;;2013
6302073;Alain Faivre|Assia Touil|Christophe Gaston|Pascale Le Gall;;;TestCom/FATES;;;;conf/pts/2008;;;https://doi.org/10.1007/978-3-540-68524-1_14;oa;;conf/pts/FaivreGGT08;2018-06-26;;;;;184-199;;;;Test Purpose Concretization through Symbolic Action Refinement.;;;db/conf/pts/testcom2008.html#FaivreGGT08;;2008
